manufacturer,Flight_Date,arr_delay,carrier,tailnum,origin
BOEING,5/3/2013,-11,DL,N6700,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/3/2013,-8,DL,N938DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/3/2013,6,DL,N985DL,JFK
"AIRBUS INDUSTRIE",5/3/2013,4,US,N651AW,JFK
BOEING,5/3/2013,-9,DL,N712TW,JFK
AIRBUS,5/3/2013,-23,B6,N804JB,JFK
"BOMBARDIER INC",5/3/2013,31,9E,N8506C,JFK
"BOMBARDIER INC",5/3/2013,-17,9E,N923XJ,JFK
BOEING,5/3/2013,0,DL,N710TW,JFK
"BOMBARDIER INC",5/3/2013,15,9E,N919XJ,JFK
AIRBUS,5/3/2013,-33,B6,N663JB,JFK
"BOMBARDIER INC",5/3/2013,57,9E,N913XJ,JFK
AIRBUS,5/3/2013,-13,VX,N622VA,JFK
"BOMBARDIER INC",5/3/2013,17,9E,N8970D,JFK
AIRBUS,5/3/2013,8,B6,N705JB,JFK
AIRBUS,5/3/2013,-21,VX,N855VA,JFK
BOEING,5/3/2013,-42,DL,N717TW,JFK
AIRBUS,5/3/2013,4,B6,N665JB,JFK
"AIRBUS INDUSTRIE",5/3/2013,32,US,N756US,JFK
AIRBUS,5/3/2013,-44,VX,N631VA,JFK
AIRBUS,5/3/2013,-20,B6,N651JB,JFK
AIRBUS,5/3/2013,5,B6,N624JB,JFK
BOEING,5/3/2013,-34,DL,N702TW,JFK
"BOMBARDIER INC",5/3/2013,-7,9E,N928XJ,JFK
"AIRBUS INDUSTRIE",5/3/2013,16,US,N755US,JFK
AIRBUS,5/3/2013,-6,B6,N641JB,JFK
"BOMBARDIER INC",5/3/2013,155,EV,N834AS,JFK
AIRBUS,5/3/2013,-47,VX,N640VA,JFK
AIRBUS,5/3/2013,28,B6,N805JB,JFK
"BOMBARDIER INC",5/3/2013,4,9E,N8928A,JFK
BOEING,5/3/2013,-44,DL,N723TW,JFK
AIRBUS,5/3/2013,-12,B6,N633JB,JFK
CANADAIR,5/3/2013,-8,EV,N832AS,JFK
AIRBUS,5/3/2013,-20,B6,N760JB,JFK
"BOMBARDIER INC",5/3/2013,-27,9E,N8747B,JFK
BOEING,5/3/2013,-45,DL,N703TW,JFK
"BOMBARDIER INC",5/3/2013,-25,9E,N909XJ,JFK
"BOMBARDIER INC",5/3/2013,-25,9E,N923XJ,JFK
"BOMBARDIER INC",5/3/2013,-37,9E,N831AY,JFK
"BOMBARDIER INC",5/3/2013,-23,9E,N930XJ,JFK
AIRBUS,5/3/2013,-1,B6,N639JB,JFK
"BOMBARDIER INC",5/3/2013,-21,9E,N924XJ,JFK
AIRBUS,5/3/2013,18,B6,N640JB,JFK
AIRBUS,5/3/2013,-31,B6,N763JB,JFK
"BOMBARDIER INC",5/3/2013,-50,9E,N903XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/3/2013,-26,DL,N938DL,JFK
BOEING,5/3/2013,-64,DL,N707TW,JFK
BOEING,5/3/2013,-31,DL,N640DL,JFK
"BOMBARDIER INC",5/3/2013,-48,9E,N928XJ,JFK
BOEING,5/3/2013,-12,DL,N727TW,JFK
"BOMBARDIER INC",5/3/2013,-29,9E,N916XJ,JFK
AIRBUS,5/3/2013,-59,B6,N652JB,JFK
"BOMBARDIER INC",5/3/2013,-29,9E,N915XJ,JFK
"BOMBARDIER INC",5/3/2013,-40,9E,N805AY,JFK
AIRBUS,5/3/2013,-18,VX,N852VA,JFK
"BOMBARDIER INC",5/3/2013,-40,9E,N935XJ,JFK
"BOMBARDIER INC",5/3/2013,41,9E,N8659B,JFK
AIRBUS,5/3/2013,-12,VX,N627VA,JFK
BOEING,5/3/2013,-49,DL,N718TW,JFK
"BOMBARDIER INC",5/3/2013,74,9E,N932XJ,JFK
"BOMBARDIER INC",5/3/2013,-8,9E,N8933B,JFK
"BOMBARDIER INC",5/3/2013,4,9E,N8928A,JFK
AIRBUS,5/3/2013,15,B6,N779JB,JFK
"BOMBARDIER INC",5/3/2013,-18,9E,N833AY,JFK
AIRBUS,5/3/2013,-2,B6,N624JB,JFK
"BOMBARDIER INC",5/3/2013,-7,9E,N905XJ,JFK
AIRBUS,5/3/2013,-19,VX,N637VA,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/3/2013,9,DL,N931DL,JFK
"BOMBARDIER INC",5/3/2013,-31,9E,N909XJ,JFK
BOEING,5/3/2013,-5,DL,N711ZX,JFK
BOEING,5/3/2013,-46,DL,N722TW,JFK
AIRBUS,5/3/2013,-1,B6,N709JB,JFK
"BOMBARDIER INC",5/3/2013,36,9E,N926XJ,JFK
"BOMBARDIER INC",5/3/2013,-11,9E,N831AY,JFK
AIRBUS,5/3/2013,4,B6,N655JB,JFK
"BOMBARDIER INC",5/3/2013,-8,9E,N8883E,JFK
BOEING,5/3/2013,-19,DL,N670DN,JFK
"BOMBARDIER INC",5/3/2013,-13,9E,N8771A,JFK
"BOMBARDIER INC",5/3/2013,-12,9E,N923XJ,JFK
"CANADAIR LTD",5/3/2013,172,MQ,N840MQ,JFK
"BOMBARDIER INC",5/3/2013,16,EV,N877AS,JFK
"BOMBARDIER INC",5/3/2013,-28,9E,N930XJ,JFK
AIRBUS,5/3/2013,-5,VX,N633VA,JFK
AIRBUS,5/3/2013,-11,B6,N805JB,JFK
"BOMBARDIER INC",5/3/2013,40,9E,N931XJ,JFK
"BOMBARDIER INC",5/3/2013,-46,9E,N916XJ,JFK
AIRBUS,5/3/2013,-44,B6,N760JB,JFK
BOEING,5/3/2013,-32,DL,N721TW,JFK
AIRBUS,5/3/2013,3,B6,N657JB,JFK
AIRBUS,5/3/2013,-27,B6,N661JB,JFK
"BOMBARDIER INC",5/3/2013,167,9E,N918XJ,JFK
"BOMBARDIER INC",5/3/2013,203,9E,N922XJ,JFK
AIRBUS,5/3/2013,22,B6,N804JB,JFK
AIRBUS,5/3/2013,9,B6,N634JB,JFK
CANADAIR,5/4/2013,-3,EV,N832AS,JFK
AIRBUS,5/4/2013,-15,B6,N703JB,JFK
"AIRBUS INDUSTRIE",5/4/2013,0,US,N767UW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/4/2013,-3,DL,N928DL,JFK
AIRBUS,5/4/2013,20,B6,N652JB,JFK
AIRBUS,5/4/2013,-9,B6,N784JB,JFK
BOEING,5/4/2013,-42,DL,N707TW,JFK
AIRBUS,5/4/2013,-9,B6,N627JB,JFK
AIRBUS,5/4/2013,-53,VX,N844VA,JFK
BOEING,5/4/2013,-43,DL,N717TW,JFK
"BOMBARDIER INC",5/4/2013,-21,9E,N920XJ,JFK
AIRBUS,5/4/2013,-7,B6,N821JB,JFK
AIRBUS,5/4/2013,10,B6,N644JB,JFK
"BOMBARDIER INC",5/4/2013,-9,9E,N8969A,JFK
BOEING,5/4/2013,-21,DL,N650DL,JFK
AIRBUS,5/4/2013,-3,B6,N789JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/4/2013,0,DL,N925DL,JFK
"MCDONNELL DOUGLAS CORPORATION",5/4/2013,-4,DL,N901DE,JFK
BOEING,5/4/2013,-26,DL,N702TW,JFK
"AIRBUS INDUSTRIE",5/4/2013,NULL,US,N662AW,JFK
"BOMBARDIER INC",5/4/2013,-33,9E,N909XJ,JFK
"BOMBARDIER INC",5/4/2013,-18,9E,N917XJ,JFK
BOEING,5/4/2013,-15,DL,N721TW,JFK
"BOMBARDIER INC",5/4/2013,-1,9E,N916XJ,JFK
AIRBUS,5/4/2013,-14,B6,N809JB,JFK
"BOMBARDIER INC",5/4/2013,8,9E,N8688C,JFK
CANADAIR,5/4/2013,-12,EV,N832AS,JFK
AIRBUS,5/4/2013,-20,VX,N849VA,JFK
BOEING,5/4/2013,-29,DL,N624AG,JFK
AIRBUS,5/4/2013,3,VX,N640VA,JFK
AIRBUS,5/4/2013,-9,B6,N729JB,JFK
"AIRBUS INDUSTRIE",5/4/2013,15,US,N750UW,JFK
AIRBUS,5/4/2013,25,B6,N807JB,JFK
AIRBUS,5/4/2013,-28,VX,N839VA,JFK
BOEING,5/4/2013,-28,DL,N718TW,JFK
"AIRBUS INDUSTRIE",5/4/2013,-7,US,N704US,JFK
"BOMBARDIER INC",5/4/2013,0,9E,N937XJ,JFK
AIRBUS,5/4/2013,-23,VX,N628VA,JFK
AIRBUS,5/4/2013,-21,B6,N703JB,JFK
AIRBUS,5/4/2013,2,B6,N784JB,JFK
BOEING,5/4/2013,3,DL,N711ZX,JFK
AIRBUS,5/4/2013,-17,B6,N625JB,JFK
"BOMBARDIER INC",5/4/2013,-22,9E,N8964E,JFK
"CANADAIR LTD",5/4/2013,-20,MQ,N840MQ,JFK
BOEING,5/4/2013,-27,DL,N705TW,JFK
"BOMBARDIER INC",5/4/2013,-20,9E,N8847A,JFK
AIRBUS,5/4/2013,-10,B6,N633JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/4/2013,-12,DL,N924DL,JFK
"BOMBARDIER INC",5/4/2013,-15,9E,N819AY,JFK
"BOMBARDIER INC",5/4/2013,-10,9E,N906XJ,JFK
"BOMBARDIER INC",5/4/2013,-43,9E,N929XJ,JFK
"BOMBARDIER INC",5/4/2013,-54,9E,N916XJ,JFK
BOEING,5/4/2013,-56,DL,N710TW,JFK
BOEING,5/4/2013,-26,DL,N721TW,JFK
BOEING,5/4/2013,-41,DL,N6703D,JFK
"BOMBARDIER INC",5/4/2013,-36,9E,N8891A,JFK
AIRBUS,5/4/2013,-26,B6,N657JB,JFK
AIRBUS,5/4/2013,-45,B6,N766JB,JFK
AIRBUS,5/4/2013,-30,VX,N853VA,JFK
CANADAIR,5/4/2013,141,EV,N832AS,JFK
"BOMBARDIER INC",5/4/2013,-26,9E,N907XJ,JFK
AIRBUS,5/4/2013,-5,VX,N633VA,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/4/2013,75,DL,N925DL,JFK
"BOMBARDIER INC",5/4/2013,38,9E,N918XJ,JFK
AIRBUS,5/4/2013,-23,B6,N821JB,JFK
"BOMBARDIER INC",5/4/2013,92,9E,N920XJ,JFK
BOEING,5/4/2013,2,DL,N723TW,JFK
"BOMBARDIER INC",5/4/2013,-23,9E,N8631E,JFK
"BOMBARDIER INC",5/4/2013,-30,9E,N915XJ,JFK
AIRBUS,5/4/2013,-42,B6,N639JB,JFK
"BOMBARDIER INC",5/4/2013,-16,9E,N930XJ,JFK
"BOMBARDIER INC",5/4/2013,151,9E,N903XJ,JFK
"BOMBARDIER INC",5/4/2013,146,9E,N919XJ,JFK
"BOMBARDIER INC",5/4/2013,38,9E,N800AY,JFK
BOEING,5/4/2013,-37,DL,N727TW,JFK
"BOMBARDIER INC",5/4/2013,-23,9E,N8604C,JFK
AIRBUS,5/4/2013,-43,B6,N793JB,JFK
AIRBUS,5/4/2013,12,VX,N642VA,JFK
BOEING,5/4/2013,5,DL,N722TW,JFK
BOEING,5/4/2013,-19,DL,N6711M,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/4/2013,41,DL,N961DL,JFK
AIRBUS,5/4/2013,60,B6,N661JB,JFK
AIRBUS,5/4/2013,2,B6,N632JB,JFK
AIRBUS,5/4/2013,101,B6,N712JB,JFK
"BOMBARDIER INC",5/4/2013,67,9E,N805AY,JFK
AIRBUS,5/4/2013,-42,B6,N729JB,JFK
"BOMBARDIER INC",5/4/2013,48,9E,N933XJ,JFK
"BOMBARDIER INC",5/4/2013,31,9E,N8964E,JFK
"BOMBARDIER INC",5/4/2013,117,9E,N813AY,JFK
"BOMBARDIER INC",5/4/2013,43,9E,N8946A,JFK
AIRBUS,5/4/2013,-19,B6,N763JB,JFK
AIRBUS,5/4/2013,12,B6,N636JB,JFK
"BOMBARDIER INC",5/4/2013,57,9E,N820AY,JFK
CANADAIR,5/4/2013,80,EV,N832AS,JFK
"BOMBARDIER INC",5/4/2013,72,9E,N819AY,JFK
AIRBUS,5/4/2013,45,VX,N630VA,JFK
AIRBUS,5/4/2013,99,B6,N643JB,JFK
"BOMBARDIER INC",5/4/2013,71,9E,N906XJ,JFK
"BOMBARDIER INC",5/4/2013,102,9E,N913XJ,JFK
"BOMBARDIER INC",5/4/2013,92,9E,N936XJ,JFK
"CANADAIR LTD",5/4/2013,137,MQ,N840MQ,JFK
AIRBUS,5/4/2013,-11,B6,N655JB,JFK
AIRBUS,5/4/2013,-6,B6,N635JB,JFK
"BOMBARDIER INC",5/5/2013,-10,EV,N877AS,JFK
AIRBUS,5/5/2013,-3,B6,N709JB,JFK
"AIRBUS INDUSTRIE",5/5/2013,-3,US,N746UW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/5/2013,-14,DL,N978DL,JFK
AIRBUS,5/5/2013,-46,B6,N766JB,JFK
BOEING,5/5/2013,-39,DL,N710TW,JFK
AIRBUS,5/5/2013,-16,VX,N638VA,JFK
AIRBUS,5/5/2013,-2,B6,N633JB,JFK
BOEING,5/5/2013,4,DL,N702TW,JFK
AIRBUS,5/5/2013,-57,VX,N852VA,JFK
BOEING,5/5/2013,-23,DL,N712TW,JFK
AIRBUS,5/5/2013,-4,B6,N652JB,JFK
"BOMBARDIER INC",5/5/2013,-35,9E,N8718E,JFK
AIRBUS,5/5/2013,17,B6,N630JB,JFK
"BOMBARDIER INC",5/5/2013,-30,9E,N920XJ,JFK
"BOMBARDIER INC",5/5/2013,-42,9E,N913XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/5/2013,-4,DL,N982DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/5/2013,-4,DL,N924DL,JFK
BOEING,5/5/2013,-13,DL,N6711M,JFK
AIRBUS,5/5/2013,NULL,B6,N657JB,JFK
AIRBUS,5/5/2013,-9,B6,N821JB,JFK
"BOMBARDIER INC",5/5/2013,-26,9E,N903XJ,JFK
"BOMBARDIER INC",5/5/2013,-30,9E,N914XJ,JFK
"CANADAIR LTD",5/5/2013,-5,MQ,N840MQ,JFK
BOEING,5/5/2013,-17,DL,N705TW,JFK
AIRBUS,5/5/2013,-43,B6,N793JB,JFK
AIRBUS,5/5/2013,-18,B6,N712JB,JFK
AIRBUS,5/5/2013,-16,VX,N624VA,JFK
"BOMBARDIER INC",5/5/2013,-11,9E,N8884E,JFK
BOEING,5/5/2013,-58,DL,N722TW,JFK
AIRBUS,5/5/2013,-27,VX,N843VA,JFK
AIRBUS,5/5/2013,-1,B6,N807JB,JFK
"AIRBUS INDUSTRIE",5/5/2013,-7,US,N742PS,JFK
CANADAIR,5/5/2013,14,EV,N832AS,JFK
AIRBUS,5/5/2013,-3,B6,N632JB,JFK
AIRBUS,5/5/2013,2,B6,N635JB,JFK
AIRBUS,5/5/2013,-7,B6,N644JB,JFK
"BOMBARDIER INC",5/5/2013,151,9E,N930XJ,JFK
BOEING,5/5/2013,20,DL,N709TW,JFK
AIRBUS,5/5/2013,-3,B6,N623JB,JFK
"CANADAIR LTD",5/5/2013,-12,MQ,N840MQ,JFK
AIRBUS,5/5/2013,123,VX,N640VA,JFK
"BOMBARDIER INC",5/5/2013,71,9E,N907XJ,JFK
"BOMBARDIER INC",5/5/2013,39,9E,N8674A,JFK
CANADAIR,5/5/2013,-15,EV,N825AS,JFK
BOEING,5/5/2013,-26,DL,N717TW,JFK
"BOMBARDIER INC",5/5/2013,-29,9E,N830AY,JFK
"BOMBARDIER INC",5/5/2013,-23,9E,N910XJ,JFK
"BOMBARDIER INC",5/5/2013,-23,9E,N8604C,JFK
AIRBUS,5/5/2013,-8,B6,N652JB,JFK
AIRBUS,5/5/2013,-6,B6,N648JB,JFK
"BOMBARDIER INC",5/5/2013,-19,9E,N923XJ,JFK
AIRBUS,5/5/2013,0,B6,N709JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/5/2013,-22,DL,N982DL,JFK
BOEING,5/5/2013,-45,DL,N670DN,JFK
BOEING,5/5/2013,-40,DL,N727TW,JFK
BOEING,5/5/2013,-7,DL,N705TW,JFK
"BOMBARDIER INC",5/5/2013,-3,9E,N913XJ,JFK
"BOMBARDIER INC",5/5/2013,-27,9E,N920XJ,JFK
"BOMBARDIER INC",5/5/2013,-14,9E,N906XJ,JFK
"BOMBARDIER INC",5/5/2013,92,9E,N933XJ,JFK
"BOMBARDIER INC",5/5/2013,-21,9E,N922XJ,JFK
"BOMBARDIER INC",5/5/2013,-2,9E,N916XJ,JFK
AIRBUS,5/5/2013,-24,B6,N630JB,JFK
AIRBUS,5/5/2013,-7,B6,N636JB,JFK
"BOMBARDIER INC",5/5/2013,-1,9E,N907XJ,JFK
"BOMBARDIER INC",5/5/2013,-20,9E,N8891A,JFK
AIRBUS,5/5/2013,17,B6,N729JB,JFK
AIRBUS,5/5/2013,-34,B6,N706JB,JFK
AIRBUS,5/5/2013,57,VX,N630VA,JFK
"BOMBARDIER INC",5/5/2013,-13,9E,N8674A,JFK
"BOMBARDIER INC",5/5/2013,-38,9E,N936XJ,JFK
"BOMBARDIER INC",5/5/2013,1,9E,N8733G,JFK
AIRBUS,5/5/2013,86,VX,N842VA,JFK
"BOMBARDIER INC",5/5/2013,-21,9E,N8942A,JFK
AIRBUS,5/5/2013,55,B6,N641JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/5/2013,-4,DL,N934DL,JFK
AIRBUS,5/5/2013,-23,B6,N789JB,JFK
"BOMBARDIER INC",5/5/2013,-30,9E,N919XJ,JFK
BOEING,5/5/2013,-11,DL,N624AG,JFK
AIRBUS,5/5/2013,3,B6,N644JB,JFK
BOEING,5/5/2013,2,DL,N718TW,JFK
AIRBUS,5/5/2013,19,B6,N784JB,JFK
"BOMBARDIER INC",5/5/2013,-9,9E,N910XJ,JFK
"BOMBARDIER INC",5/5/2013,35,9E,N8604C,JFK
"BOMBARDIER INC",5/5/2013,-12,9E,N830AY,JFK
"BOMBARDIER INC",5/5/2013,-7,9E,N834AY,JFK
BOEING,5/5/2013,-28,DL,N693DL,JFK
"BOMBARDIER INC",5/5/2013,29,9E,N928XJ,JFK
"BOMBARDIER INC",5/5/2013,-15,9E,N923XJ,JFK
"BOMBARDIER INC",5/5/2013,36,EV,N835AS,JFK
"BOMBARDIER INC",5/5/2013,44,9E,N933XJ,JFK
"BOMBARDIER INC",5/5/2013,22,9E,N908XJ,JFK
AIRBUS,5/5/2013,-19,B6,N625JB,JFK
AIRBUS,5/5/2013,20,VX,N635VA,JFK
AIRBUS,5/5/2013,-32,B6,N640JB,JFK
AIRBUS,5/5/2013,85,VX,N639VA,JFK
"BOMBARDIER INC",5/5/2013,-46,9E,N906XJ,JFK
AIRBUS,5/5/2013,NULL,B6,N766JB,JFK
BOEING,5/5/2013,8,DL,N702TW,JFK
AIRBUS,5/5/2013,-33,B6,N649JB,JFK
AIRBUS,5/5/2013,19,B6,N656JB,JFK
AIRBUS,5/5/2013,-12,B6,N768JB,JFK
AIRBUS,5/5/2013,-10,B6,N661JB,JFK
AIRBUS,5/5/2013,-10,B6,N648JB,JFK
AIRBUS,5/6/2013,-7,B6,N633JB,JFK
"BOMBARDIER INC",5/6/2013,11,EV,N909EV,JFK
AIRBUS,5/6/2013,-6,B6,N627JB,JFK
AIRBUS,5/6/2013,0,B6,N630JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/6/2013,-19,DL,N911DE,JFK
BOEING,5/6/2013,8,AA,N622AA,JFK
AIRBUS,5/6/2013,-46,B6,N657JB,JFK
AIRBUS,5/6/2013,15,B6,N635JB,JFK
BOEING,5/6/2013,-49,DL,N721TW,JFK
BOEING,5/6/2013,4,DL,N711ZX,JFK
AIRBUS,5/6/2013,14,B6,N796JB,JFK
AIRBUS,5/6/2013,-4,VX,N637VA,JFK
AIRBUS,5/6/2013,-52,VX,N855VA,JFK
BOEING,5/6/2013,-49,DL,N709TW,JFK
AIRBUS,5/6/2013,-6,B6,N729JB,JFK
"BOMBARDIER INC",5/6/2013,-1,9E,N8936A,JFK
"CANADAIR LTD",5/6/2013,-1,MQ,N840MQ,JFK
"BOMBARDIER INC",5/6/2013,-30,9E,N921XJ,JFK
BOEING,5/6/2013,-42,DL,N693DL,JFK
"BOMBARDIER INC",5/6/2013,-42,9E,N933XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/6/2013,-7,DL,N928DL,JFK
AIRBUS,5/6/2013,9,B6,N712JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/6/2013,-17,DL,N938DL,JFK
AIRBUS,5/6/2013,2,B6,N706JB,JFK
"BOMBARDIER INC",5/6/2013,-39,9E,N913XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/6/2013,-19,DL,N919DL,JFK
"BOMBARDIER INC",5/6/2013,-25,9E,N918XJ,JFK
"BOMBARDIER INC",5/6/2013,-26,9E,N919XJ,JFK
BOEING,5/6/2013,-22,DL,N707TW,JFK
BOEING,5/6/2013,-35,DL,N702TW,JFK
AIRBUS,5/6/2013,-9,B6,N784JB,JFK
AIRBUS,5/6/2013,-31,B6,N644JB,JFK
AIRBUS,5/6/2013,-14,B6,N789JB,JFK
AIRBUS,5/6/2013,8,B6,N623JB,JFK
"BOMBARDIER INC",5/6/2013,-2,9E,N8790A,JFK
BOEING,5/6/2013,-38,DL,N718TW,JFK
"AIRBUS INDUSTRIE",5/6/2013,-12,US,N742PS,JFK
"BOMBARDIER INC",5/6/2013,2,EV,N877AS,JFK
AIRBUS,5/6/2013,136,B6,N629JB,JFK
AIRBUS,5/6/2013,-46,VX,N628VA,JFK
AIRBUS,5/6/2013,27,VX,N835VA,JFK
AIRBUS,5/6/2013,97,VX,N633VA,JFK
"CANADAIR LTD",5/6/2013,-15,MQ,N840MQ,JFK
BOEING,5/6/2013,-30,DL,N722TW,JFK
"BOMBARDIER INC",5/6/2013,-11,9E,N936XJ,JFK
AIRBUS,5/6/2013,52,B6,N809JB,JFK
AIRBUS,5/6/2013,-5,B6,N656JB,JFK
AIRBUS,5/6/2013,-10,B6,N632JB,JFK
AIRBUS,5/6/2013,-22,VX,N632VA,JFK
"BOMBARDIER INC",5/6/2013,49,9E,N8905F,JFK
BOEING,5/6/2013,-40,DL,N727TW,JFK
AIRBUS,5/6/2013,-30,B6,N796JB,JFK
CANADAIR,5/6/2013,-11,EV,N820AS,JFK
BOEING,5/6/2013,19,AA,N622AA,JFK
AIRBUS,5/6/2013,-5,B6,N768JB,JFK
"BOMBARDIER INC",5/6/2013,-38,9E,N930XJ,JFK
BOEING,5/6/2013,-31,DL,N710TW,JFK
"BOMBARDIER INC",5/6/2013,2,9E,N906XJ,JFK
AIRBUS,5/6/2013,-8,B6,N633JB,JFK
"BOMBARDIER INC",5/6/2013,-12,9E,N919XJ,JFK
"BOMBARDIER INC",5/6/2013,11,9E,N839AY,JFK
AIRBUS,5/6/2013,-12,B6,N651JB,JFK
"BOMBARDIER INC",5/6/2013,-13,9E,N8942A,JFK
"BOMBARDIER INC",5/6/2013,-32,9E,N915XJ,JFK
AIRBUS,5/6/2013,7,B6,N712JB,JFK
"BOMBARDIER INC",5/6/2013,-9,9E,N8972E,JFK
BOEING,5/6/2013,-51,DL,N655DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/6/2013,-19,DL,N938DL,JFK
"BOMBARDIER INC",5/6/2013,-41,9E,N908XJ,JFK
BOEING,5/6/2013,-32,DL,N624AG,JFK
"BOMBARDIER INC",5/6/2013,-38,9E,N921XJ,JFK
BOEING,5/6/2013,-15,DL,N702TW,JFK
"BOMBARDIER INC",5/6/2013,17,9E,N936XJ,JFK
"BOMBARDIER INC",5/6/2013,-6,9E,N933XJ,JFK
"BOMBARDIER INC",5/6/2013,-48,9E,N903XJ,JFK
AIRBUS,5/6/2013,-11,B6,N729JB,JFK
AIRBUS,5/6/2013,-29,VX,N852VA,JFK
AIRBUS,5/6/2013,-35,B6,N766JB,JFK
"BOMBARDIER INC",5/6/2013,-15,9E,N8837B,JFK
AIRBUS,5/6/2013,-9,B6,N807JB,JFK
AIRBUS,5/6/2013,-23,VX,N635VA,JFK
AIRBUS,5/6/2013,-53,B6,N821JB,JFK
"BOMBARDIER INC",5/6/2013,-41,9E,N920XJ,JFK
"BOMBARDIER INC",5/6/2013,-17,9E,N8905F,JFK
"BOMBARDIER INC",5/6/2013,-26,9E,N800AY,JFK
"BOMBARDIER INC",5/6/2013,-48,9E,N934XJ,JFK
"BOMBARDIER INC",5/6/2013,-27,9E,N8977A,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/6/2013,-21,DL,N955DL,JFK
"BOMBARDIER INC",5/6/2013,-68,9E,N922XJ,JFK
AIRBUS,5/6/2013,-39,B6,N658JB,JFK
BOEING,5/6/2013,-59,DL,N717TW,JFK
BOEING,5/6/2013,-33,DL,N703TW,JFK
AIRBUS,5/6/2013,-21,VX,N848VA,JFK
AIRBUS,5/6/2013,7,B6,N644JB,JFK
"BOMBARDIER INC",5/6/2013,-23,9E,N906XJ,JFK
"BOMBARDIER INC",5/6/2013,-22,9E,N904XJ,JFK
BOEING,5/6/2013,-68,DL,N654DL,JFK
"BOMBARDIER INC",5/6/2013,-33,9E,N925XJ,JFK
"BOMBARDIER INC",5/6/2013,-15,9E,N919XJ,JFK
AIRBUS,5/6/2013,87,B6,N629JB,JFK
"BOMBARDIER INC",5/6/2013,-28,9E,N930XJ,JFK
"BOMBARDIER INC",5/6/2013,2,9E,N8921B,JFK
AIRBUS,5/6/2013,-44,B6,N652JB,JFK
AIRBUS,5/6/2013,57,B6,N649JB,JFK
CANADAIR,5/6/2013,43,EV,N830AS,JFK
AIRBUS,5/6/2013,26,VX,N626VA,JFK
AIRBUS,5/6/2013,-32,B6,N640JB,JFK
"BOMBARDIER INC",5/6/2013,37,9E,N8506C,JFK
AIRBUS,5/6/2013,-9,B6,N636JB,JFK
AIRBUS,5/6/2013,-49,B6,N657JB,JFK
"BOMBARDIER INC",5/6/2013,-36,9E,N936XJ,JFK
AIRBUS,5/6/2013,23,B6,N632JB,JFK
BOEING,5/6/2013,-47,DL,N721TW,JFK
"BOMBARDIER INC",5/6/2013,55,9E,N836AY,JFK
AIRBUS,5/6/2013,-51,B6,N746JB,JFK
AIRBUS,5/6/2013,-17,B6,N643JB,JFK
AIRBUS,5/6/2013,-34,B6,N634JB,JFK
AIRBUS,5/6/2013,-6,B6,N709JB,JFK
AIRBUS,5/6/2013,-2,B6,N705JB,JFK
AIRBUS,5/6/2013,1,B6,N712JB,JFK
AIRBUS,5/7/2013,3,B6,N809JB,JFK
"BOMBARDIER INC",5/7/2013,-4,EV,N833AS,JFK
AIRBUS,5/7/2013,-2,B6,N794JB,JFK
AIRBUS,5/7/2013,-15,B6,N639JB,JFK
AIRBUS,5/7/2013,17,B6,N793JB,JFK
AIRBUS,5/7/2013,-15,B6,N789JB,JFK
AIRBUS,5/7/2013,-31,VX,N633VA,JFK
AIRBUS,5/7/2013,-45,B6,N807JB,JFK
BOEING,5/7/2013,-13,DL,N706TW,JFK
BOEING,5/7/2013,-22,DL,N722TW,JFK
AIRBUS,5/7/2013,-59,VX,N836VA,JFK
BOEING,5/7/2013,-46,DL,N707TW,JFK
"BOMBARDIER INC",5/7/2013,-43,9E,N916XJ,JFK
"BOMBARDIER INC",5/7/2013,-15,9E,N8771A,JFK
AIRBUS,5/7/2013,-18,B6,N746JB,JFK
BOEING,5/7/2013,-40,DL,N644DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/7/2013,3,DL,N960DL,JFK
AIRBUS,5/7/2013,15,B6,N651JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",5/7/2013,-10,DL,N909DL,JFK
AIRBUS,5/7/2013,-11,B6,N796JB,JFK
